Error en la consulta del 2013.
[INFO] Connect to Database established 26/03/2020 06:23:49pm
[INFO] Connect to Database established 26/03/2020 06:23:49pm
[INFO] Connect to Database established 26/03/2020 06:37:14pm
[INFO] Connect to Database established 26/03/2020 06:37:14pm
[INFO] Connect to Database established 26/03/2020 06:37:51pm
[INFO] Connect to Database established 26/03/2020 06:37:51pm
[INFO] Connect to Database established 26/03/2020 06:40:49pm
[INFO] Connect to Database established 26/03/2020 06:40:49pm
[INFO] Connect to Database established 26/03/2020 06:55:07pm
[INFO] Connect to Database established 26/03/2020 06:55:10pm
[INFO] Connect to Database established 26/03/2020 06:55:13pm
[INFO] Connect to Database established 26/03/2020 06:55:14pm
[INFO] Connect to Database established 26/03/2020 06:55:34pm
[INFO] Connect to Database established 26/03/2020 06:57:01pm
[INFO] Connect to Database established 26/03/2020 06:59:21pm
[INFO] Connect to Database established 26/03/2020 07:00:00pm
[INFO] Connect to Database established 26/03/2020 07:00:34pm
[INFO] Connect to Database established 26/03/2020 07:00:34pm
[INFO] Connect to Database established 26/03/2020 07:01:01pm
[INFO] Connect to Database established 26/03/2020 07:01:01pm
[INFO] Connect to Database established 26/03/2020 07:06:39pm
[INFO] Connect to Database established 26/03/2020 07:06:39pm
[INFO] Connect to Database established 26/03/2020 07:45:19pm
[INFO] Connect to Database established 26/03/2020 07:45:23pm
[INFO] Connect to Database established 26/03/2020 07:45:23pm
[INFO] Connect to Database established 26/03/2020 08:20:23pm
[INFO] Connect to Database established 26/03/2020 08:20:23pm
[INFO] Connect to Database established 26/03/2020 08:20:29pm
[INFO] Connect to Database established 26/03/2020 08:20:34pm
[INFO] Connect to Database established 26/03/2020 08:20:34pm
[INFO] Connect to Database established 26/03/2020 08:21:31pm
[INFO] Connect to Database established 26/03/2020 08:21:31pm
[INFO] Connect to Database established 26/03/2020 08:21:50pm
[INFO] Connect to Database established 26/03/2020 08:21:50pm
[INFO] Connect to Database established 26/03/2020 08:23:52pm
[INFO] Connect to Database established 26/03/2020 08:23:52pm
[INFO] Connect to Database established 26/03/2020 08:23:57pm
[INFO] Connect to Database established 26/03/2020 08:23:57pm
[INFO] Connect to Database established 26/03/2020 08:24:02pm
[INFO] Connect to Database established 26/03/2020 08:24:02pm
[INFO] Connect to Database established 26/03/2020 08:29:16pm
[INFO] Connect to Database established 26/03/2020 08:29:31pm
[INFO] Connect to Database established 26/03/2020 08:29:34pm
[INFO] Connect to Database established 26/03/2020 08:29:47pm
[INFO] Connect to Database established 26/03/2020 08:29:52pm
[INFO] Connect to Database established 26/03/2020 08:29:55pm
[INFO] Connect to Database established 26/03/2020 08:33:23pm
[INFO] Connect to Database established 26/03/2020 08:33:23pm
[INFO] Connect to Database established 26/03/2020 08:33:26pm
[INFO] Connect to Database established 26/03/2020 08:33:26pm
[INFO] Connect to Database established 26/03/2020 08:33:30pm
[INFO] Connect to Database established 26/03/2020 08:33:30pm
[INFO] Connect to Database established 26/03/2020 08:33:33pm
[INFO] Connect to Database established 26/03/2020 08:33:33pm
[INFO] Connect to Database established 26/03/2020 08:33:35pm
[INFO] Connect to Database established 26/03/2020 08:33:35pm
[INFO] Connect to Database established 26/03/2020 08:33:39pm
[INFO] Connect to Database established 26/03/2020 08:33:39pm
[INFO] Connect to Database established 26/03/2020 08:33:42pm
[INFO] Connect to Database established 26/03/2020 08:33:42pm
[INFO] Connect to Database established 26/03/2020 08:33:44pm
[INFO] Connect to Database established 26/03/2020 08:33:44pm
[INFO] Connect to Database established 26/03/2020 08:36:38pm
[INFO] Connect to Database established 26/03/2020 08:36:38pm
[INFO] Connect to Database established 26/03/2020 08:36:41pm
[INFO] Connect to Database established 26/03/2020 08:36:41pm
[INFO] Connect to Database established 26/03/2020 08:37:25pm
[INFO] Connect to Database established 26/03/2020 08:37:25pm
[INFO] Connect to Database established 26/03/2020 08:37:56pm
[INFO] Connect to Database established 26/03/2020 08:37:56pm
[INFO] Connect to Database established 26/03/2020 08:38:00pm
[INFO] Connect to Database established 26/03/2020 08:38:00pm
[INFO] Connect to Database established 26/03/2020 08:38:03pm
[INFO] Connect to Database established 26/03/2020 08:38:03pm
[INFO] Connect to Database established 26/03/2020 08:38:05pm
[INFO] Connect to Database established 26/03/2020 08:38:05pm
[INFO] Connect to Database established 26/03/2020 08:38:12pm
[INFO] Connect to Database established 26/03/2020 08:38:12pm
[INFO] Connect to Database established 26/03/2020 08:38:15pm
[INFO] Connect to Database established 26/03/2020 08:38:15pm
[INFO] Connect to Database established 26/03/2020 08:38:18pm
[INFO] Connect to Database established 26/03/2020 08:38:18pm
[INFO] Connect to Database established 26/03/2020 08:38:18pm
[INFO] Connect to Database established 26/03/2020 08:38:18pm
[INFO] Connect to Database established 26/03/2020 08:38:18pm
[INFO] Connect to Database established 26/03/2020 08:38:18pm
[INFO] Connect to Database established 26/03/2020 08:38:19pm
[INFO] Connect to Database established 26/03/2020 08:38:19pm
[INFO] Connect to Database established 26/03/2020 08:38:31pm
[INFO] Connect to Database established 26/03/2020 08:38:31pm
[INFO] Connect to Database established 30/03/2020 03:02:42pm
[INFO] Connect to Database established 30/03/2020 03:02:51pm
[INFO] Connect to Database established 30/03/2020 04:33:56pm
[INFO] Connect to Database established 30/03/2020 04:34:14pm
[INFO] Connect to Database established 30/03/2020 04:34:14pm
[INFO] Connect to Database established 30/03/2020 04:34:31pm
[INFO] Connect to Database established 30/03/2020 04:34:31pm
[INFO] Connect to Database established 30/03/2020 04:34:33pm
[INFO] Connect to Database established 30/03/2020 04:34:33pm
[INFO] Connect to Database established 30/03/2020 04:34:40pm
[INFO] Connect to Database established 30/03/2020 04:34:40pm
[INFO] Connect to Database established 30/03/2020 04:34:46pm
[INFO] Connect to Database established 30/03/2020 04:34:46pm
[INFO] Connect to Database established 30/03/2020 04:34:49pm
[INFO] Connect to Database established 30/03/2020 04:34:49pm
[INFO] Connect to Database established 01/04/2020 01:19:13pm
[INFO] Connect to Database established 01/04/2020 01:19:19pm
[INFO] Connect to Database established 01/04/2020 01:19:19pm
[INFO] Connect to Database established 01/04/2020 01:19:47pm
[INFO] Connect to Database established 01/04/2020 01:19:47pm
[INFO] Connect to Database established 01/04/2020 06:56:52pm
[INFO] Connect to Database established 01/04/2020 06:56:57pm
[INFO] Connect to Database established 01/04/2020 06:56:57pm
[INFO] Connect to Database established 01/04/2020 06:57:45pm
[INFO] Connect to Database established 01/04/2020 06:57:45pm
[INFO] Connect to Database established 01/04/2020 07:06:48pm
[INFO] Connect to Database established 01/04/2020 07:06:48pm
[INFO] Connect to Database established 01/04/2020 07:16:12pm
[INFO] Connect to Database established 01/04/2020 07:16:12pm
[INFO] Connect to Database established 01/04/2020 07:17:26pm
[INFO] Connect to Database established 01/04/2020 07:17:26pm
[INFO] Connect to Database established 01/04/2020 07:18:00pm
[INFO] Connect to Database established 01/04/2020 07:18:00pm
[INFO] Connect to Database established 01/04/2020 07:18:44pm
[INFO] Connect to Database established 01/04/2020 07:18:44pm
